"Index","X","Y","Z","Activity"
3065,1926,2359,1994,4
3066,1933,2363,1993,4
3067,1932,2381,2002,4
3068,1940,2408,2012,4
3069,1945,2440,2014,4
3070,1967,2469,2010,4
3071,1989,2499,2027,4
3072,1989,2515,2043,4
3073,1986,2477,1975,4
3074,1972,2421,1945,4
3075,1933,2383,1978,4
3076,1891,2356,1976,4
3077,1870,2330,2015,4
3078,1861,2326,2059,4
3079,1870,2350,2087,4
3080,1872,2378,2081,4
3081,1879,2407,2078,4
3082,1893,2409,2085,4
3083,1915,2404,2043,4
3084,1931,2374,2003,4
3085,1941,2353,2000,4
3086,1946,2357,2015,4
3087,1937,2371,2009,4
3088,1932,2382,2010,4
3089,1934,2368,2011,4
3090,1918,2360,2008,4
3091,1918,2351,2003,4
3092,1914,2347,2005,4
3093,1910,2350,2000,4
3094,1907,2360,1997,4
3095,1907,2377,1977,4
3096,1898,2384,1959,4
3097,1883,2391,1963,4
3098,1871,2406,1978,4
3099,1862,2427,1981,4
3100,1858,2497,2029,4
3101,1901,2604,2120,4
3102,1929,2559,2001,4
3103,1940,2413,1934,4
3104,1998,2284,2038,4
3105,2036,2309,2142,4
3106,1998,2363,2151,4
3107,1933,2439,2081,4
3108,1914,2467,2052,4
3109,1907,2430,2025,4
3110,1897,2406,2005,4
3111,1911,2366,2016,4
3112,1914,2345,2031,4
3113,1917,2338,2015,4
3114,1914,2350,1990,4
3115,1912,2350,1992,4
3116,1917,2351,1995,4
3117,1936,2347,2003,4
3118,1934,2337,2003,4
3119,1932,2347,2001,4
3120,1934,2372,2011,4
3121,1943,2381,2005,4
3122,1938,2379,1991,4
3123,1927,2457,2024,4
3124,1928,2459,2023,4
3125,1916,2500,2034,4
3126,1888,2605,2111,4
3127,1895,2545,2040,4
3128,1914,2431,1956,4
3129,1932,2301,1985,4
3130,1920,2263,1989,4
3131,1889,2299,2060,4
3132,1837,2365,2131,4
3133,1854,2416,2100,4
3134,1875,2435,2069,4
3135,1888,2397,2054,4
3136,1890,2339,2041,4
3137,1900,2323,2035,4
3138,1908,2330,2034,4
3139,1910,2341,2018,4
3140,1900,2347,2011,4
3141,1882,2364,2019,4
3142,1889,2367,2023,4
3143,1890,2369,2022,4
3144,1878,2373,2012,4
3145,1882,2369,2014,4
3146,1882,2363,1999,4
3147,1885,2357,1995,4
3148,1890,2361,1995,4
3149,1889,2351,1997,4
3150,1887,2367,2006,4
3151,1885,2396,2012,4
3152,1888,2428,2002,4
3153,1889,2448,1979,4
3154,1879,2437,1962,4
3155,1868,2457,1974,4
3156,1877,2507,2013,4
3157,1879,2508,1964,4
3158,1884,2467,1987,4
3159,1910,2407,2012,4
3160,1921,2359,2052,4
3161,1947,2350,2080,4
3162,1967,2367,2100,4
3163,1967,2389,2093,4
3164,1981,2410,2059,4
3165,1976,2431,2065,4
3166,1938,2435,2046,4
3167,1897,2415,2011,4
3168,1905,2371,2016,4
3169,1925,2341,2013,4
3170,1929,2333,2006,4
3171,1917,2333,1996,4
3172,1898,2330,1995,4
3173,1906,2333,1995,4
3174,1919,2331,1997,4
3175,1926,2337,2000,4
3176,1928,2345,2003,4
3177,1923,2358,1998,4
3178,1918,2367,1994,4
3179,1934,2371,1993,4
3180,1942,2367,1986,4
3181,1945,2365,1983,4
3182,1947,2394,1998,4
3183,1949,2417,2009,4
3184,1963,2437,2012,4
3185,1977,2434,1998,4
3186,1975,2446,1987,4
3187,1928,2504,2047,4
3188,1919,2542,2045,4
3189,1884,2541,2033,4
3190,1925,2462,2042,4
3191,1923,2358,2025,4
3192,1927,2320,2032,4
3193,1901,2335,2073,4
3194,1874,2373,2099,4
3195,1875,2410,2111,4
3196,1902,2416,2102,4
3197,1913,2388,2070,4
3198,1919,2359,2044,4
3199,1930,2347,2030,4
3200,1946,2337,2030,4
3201,1917,2344,2017,4
3202,1924,2346,2015,4
3203,1914,2356,2025,4
3204,1914,2355,2022,4
3205,1915,2346,2025,4
3206,1902,2343,2016,4
3207,1903,2337,2007,4
3208,1904,2336,2002,4
3209,1902,2343,2002,4
3210,1904,2347,2005,4
3211,1902,2357,2001,4
3212,1902,2379,1995,4
3213,1894,2393,1990,4
3214,1878,2421,2001,4
3215,1871,2438,2016,4
3216,1890,2455,1988,4
3217,1902,2517,2037,4
3218,1920,2537,2052,4
3219,1909,2553,1972,4
3220,1914,2513,2047,4
3221,1970,2384,2022,4
3222,1942,2328,2058,4
3223,1980,2321,2111,4
3224,1995,2347,2110,4
3225,1954,2392,2081,4
3226,1907,2423,2057,4
3227,1888,2414,2040,4
3228,1890,2393,2003,4
3229,1912,2365,2005,4
3230,1915,2335,2011,4
3231,1907,2317,2001,4
3232,1907,2323,1991,4
3233,1902,2339,1998,4
3234,1881,2341,1985,4
3235,1891,2326,1978,4
3236,1902,2339,1997,4
3237,1904,2327,1989,4
3238,1904,2352,1982,4
3239,1918,2361,1972,4
3240,1936,2370,1995,4
3241,1937,2363,2010,4
3242,1936,2362,2019,4
3243,1941,2382,2031,4
3244,1936,2401,2055,4
3245,1953,2425,2093,4
3246,1949,2439,2072,4
3247,1926,2458,2015,4
3248,1867,2453,1991,4
3249,1824,2454,2045,4
3250,1821,2506,2101,4
3251,1827,2521,2104,4
3252,1884,2493,2093,4
3253,1903,2426,2088,4
3254,1939,2342,2112,4
3255,1963,2333,2107,4
3256,1932,2383,2095,4
3257,1868,2385,2118,4
3258,1858,2378,2139,4
3259,1888,2395,2079,4
3260,1880,2373,2048,4
3261,1882,2328,2045,4
3262,1921,2307,2067,4
3263,1930,2298,2085,4
3264,1921,2300,2065,4
3265,1884,2323,2060,4
3266,1889,2311,2066,4
3267,1891,2315,2069,4
3268,1863,2328,2043,4
3269,1844,2333,2031,4
3270,1862,2323,2058,4
3271,1888,2331,2054,4
3272,1877,2362,2040,4
3273,1865,2396,2044,4
3274,1847,2431,2034,4
3275,1826,2458,2021,4
3276,1813,2463,2029,4
3277,1818,2463,2014,4
3278,1830,2497,2062,4
3279,1845,2527,2048,4
3280,1873,2537,2084,4
3281,1909,2460,2103,4
3282,1962,2356,2125,4
3283,1997,2231,2164,4
3284,1962,2366,2141,4
3285,1999,2390,2116,4
3286,1990,2360,2134,4
3287,1965,2391,2120,4
3288,1893,2395,2088,4
3289,1880,2379,2072,4
3290,1859,2377,2039,4
3291,1868,2334,2048,4
3292,1888,2327,2034,4
3293,1914,2491,2034,4
3294,1913,2494,2029,4
3295,1913,2497,2027,4
3296,1915,2500,2025,4
3297,1916,2502,2026,4
3298,1917,2504,2027,4
3299,1917,2505,2027,4
3300,1902,2531,2008,4
3301,1877,2557,2076,4
3302,1834,2569,2121,4
3303,1829,2522,2151,4
3304,1843,2445,2087,4
3305,1847,2361,2037,4
3306,1873,2307,2093,4
3307,1890,2278,2110,4
3308,1876,2279,2116,4
3309,1867,2303,2128,4
3310,1872,2342,2104,4
3311,1875,2355,2075,4
3312,1879,2349,2052,4
3313,1881,2329,2060,4
3314,1892,2326,2058,4
3315,1904,2321,2062,4
3316,1895,2333,2057,4
3317,1893,2328,2052,4
3318,1879,2333,2053,4
3319,1871,2339,2044,4
3320,1856,2340,2045,4
3321,1856,2340,2045,4
3322,1849,2347,2050,4
3323,1848,2356,2045,4
3324,1856,2371,2053,4
3325,1851,2384,2036,4
3326,1848,2402,2036,4
3327,1836,2432,2043,4
3328,1829,2461,2031,4
3329,1818,2481,2060,4
3330,1855,2530,2115,4
3331,1829,2579,2059,4
3332,1838,2591,2053,4
3333,1875,2521,2068,4
3334,1888,2364,2052,4
3335,1939,2272,2142,4
3336,1990,2227,2140,4
3337,2030,2218,2102,4
3338,2015,2287,2096,4
3339,1935,2343,2057,4
3340,1874,2388,2046,4
3341,1845,2397,2060,4
3342,1860,2393,2054,4
3343,1885,2387,2051,4
3344,1887,2380,2029,4
3345,1881,2359,2023,4
3346,1881,2352,2029,4
3347,1870,2340,2014,4
3348,1878,2324,2013,4
3349,1870,2326,2005,4
3350,1874,2325,1995,4
3351,1878,2341,1990,4
3352,1883,2348,1992,4
3353,1892,2347,1973,4
3354,1891,2354,1993,4
3355,1884,2372,2005,4
3356,1888,2398,2022,4
3357,1909,2432,2063,4
3358,1932,2469,2037,4
3359,1895,2554,1985,4
3360,1839,2556,2026,4
3361,1811,2563,2099,4
3362,1850,2507,2079,4
3363,1875,2412,2034,4
3364,1896,2308,2048,4
3365,1922,2263,2070,4
3366,1920,2266,2105,4
3367,1873,2301,2112,4
3368,1854,2371,2130,4
3369,1863,2420,2104,4
3370,1867,2423,2031,4
3371,1865,2383,1998,4
3372,1897,2339,2023,4
3373,1898,2307,2043,4
3374,1907,2310,2046,4
3375,1913,2306,2047,4
3376,1900,2319,2052,4
3377,1884,2333,2046,4
3378,1859,2345,2025,4
3379,1838,2359,2032,4
3380,1846,2354,2029,4
3381,1847,2364,2016,4
3382,1846,2370,2013,4
3383,1848,2385,2026,4
3384,1833,2410,2012,4
3385,1811,2441,2015,4
3386,1790,2439,2045,4
3387,1789,2474,2056,4
3388,1839,2509,2123,4
3389,1836,2559,2067,4
3390,1870,2527,2065,4
3391,1908,2420,2040,4
3392,1904,2333,2117,4
3393,1951,2282,2162,4
3394,2014,2267,2136,4
3395,1997,2316,2102,4
3396,1885,2368,2066,4
3397,1843,2392,2046,4
3398,1847,2388,2041,4
3399,1859,2369,2058,4
3400,1866,2338,2044,4
3401,1872,2330,2035,4
3402,1866,2339,2025,4
3403,1848,2341,2017,4
3404,1849,2332,2028,4
3405,1856,2321,2034,4
3406,1871,2326,2010,4
3407,1887,2334,1983,4
3408,1872,2345,1992,4
3409,1868,2354,1982,4
3410,1872,2369,1999,4
3411,1875,2383,2020,4
3412,1868,2410,2014,4
3413,1855,2433,2028,4
3414,1871,2446,2052,4
3415,1875,2504,2031,4
3416,1844,2513,2052,4
3417,1793,2523,2066,4
3418,1786,2538,2090,4
3419,1799,2418,2036,4
3420,1830,2331,1979,4
3421,1876,2257,2018,4
3422,1871,2241,2069,4
3423,1848,2249,2102,4
3424,1829,2279,2132,4
3425,1846,2341,2138,4
3426,1862,2377,2109,4
3427,1845,2390,2072,4
3428,1850,2378,2042,4
3429,1851,2366,2039,4
3430,1858,2359,2036,4
3431,1866,2338,2020,4
3432,1870,2336,2028,4
3433,1864,2338,2039,4
3434,1854,2342,2032,4
3435,1845,2354,2037,4
3436,1844,2349,2037,4
3437,1851,2354,2037,4
3438,1852,2367,2041,4
3439,1850,2395,2040,4
3440,1850,2404,2023,4
3441,1822,2432,2007,4
3442,1817,2435,2048,4
3443,1801,2470,2058,4
3444,1823,2504,2087,4
3445,1832,2533,2107,4
3446,1848,2479,2030,4
3447,1859,2368,2002,4
3448,1910,2289,2113,4
3449,1984,2261,2164,4
3450,2027,2285,2152,4
3451,1963,2366,2109,4
3452,1871,2442,2037,4
3453,1816,2435,2042,4
3454,1856,2403,2066,4
3455,1887,2353,2043,4
3456,1887,2327,2019,4
3457,1887,2317,2012,4
3458,1867,2316,2005,4
3459,1856,2319,2015,4
3460,1851,2305,2031,4
3461,1870,2329,2032,4
3462,1875,2336,2003,4
3463,1850,2477,2015,4
3464,1849,2478,2020,4
3465,1849,2476,2021,4
3466,1851,2477,2022,4
3467,1852,2476,2030,4
3468,1815,2507,2051,4
3469,1787,2512,2074,4
3470,1797,2446,2062,4
3471,1824,2369,2017,4
3472,1871,2304,2033,4
3473,1887,2264,2081,4
3474,1866,2279,2113,4
3475,1830,2315,2102,4
3476,1835,2357,2099,4
3477,1861,2372,2083,4
3478,1862,2362,2055,4
3479,1881,2354,2058,4
3480,1898,2343,2076,4
3481,1892,2362,2061,4
3482,1884,2359,2024,4
3483,1874,2340,2033,4
3484,1863,2350,2012,4
3485,1843,2337,2011,4
3486,1839,2334,2023,4
3487,1850,2334,2023,4
3488,1848,2334,2021,4
3489,1853,2338,2023,4
3490,1853,2361,2027,4
3491,1845,2385,2014,4
3492,1826,2413,2002,4
3493,1804,2432,2033,4
3494,1783,2450,2034,4
3495,1787,2467,2021,4
3496,1836,2496,2079,4
3497,1827,2536,2052,4
3498,1865,2499,2060,4
3499,1892,2420,2043,4
3500,1899,2331,2078,4
3501,1947,2295,2133,4
3502,1987,2288,2137,4
3503,1968,2330,2105,4
3504,1919,2393,2089,4
3505,1849,2423,2046,4
3506,1829,2418,2034,4
3507,1858,2396,2043,4
3508,1873,2361,2013,4
3509,1873,2336,1999,4
3510,1869,2323,1996,4
3511,1859,2319,1996,4
3512,1863,2301,1999,4
3513,1863,2300,2006,4
3514,1870,2302,2015,4
3515,1886,2315,1983,4
3516,1883,2329,1980,4
3517,1896,2333,2004,4
3518,1900,2355,2000,4
3519,1904,2382,2014,4
3520,1900,2397,2040,4
3521,1915,2428,2051,4
3522,1911,2468,2048,4
3523,1895,2487,2004,4
3524,1866,2511,1983,4
3525,1825,2519,2053,4
3526,1803,2521,2057,4
3527,1827,2487,2053,4
3528,1829,2425,2050,4
3529,1864,2350,2060,4
3530,1894,2307,2089,4
3531,1889,2301,2102,4
3532,1853,2323,2087,4
3533,1825,2362,2091,4
3534,1840,2390,2111,4
3535,1842,2394,2070,4
3536,1852,2369,2025,4
3537,1871,2349,2019,4
3538,1889,2326,2030,4
3539,1887,2307,2048,4
3540,1889,2317,2042,4
3541,1901,2302,2027,4
3542,1890,2304,2040,4
3543,1886,2313,2046,4
3544,1861,2323,2024,4
3545,1846,2329,2019,4
3546,1847,2330,2023,4
3547,1845,2340,2024,4
3548,1830,2367,2023,4
3549,1823,2390,2023,4
3550,1824,2429,2004,4
3551,1803,2450,2004,4
3552,1796,2470,2020,4
3553,1813,2517,2057,4
3554,1802,2579,2038,4
3555,1819,2575,2015,4
3556,1858,2487,2040,4
3557,1908,2392,2130,4
3558,1943,2329,2151,4
3559,1984,2304,2148,4
3560,2028,2302,2130,4
3561,2002,2327,2102,4
3562,1982,2379,2103,4
3563,1933,2413,2077,4
3564,1876,2405,2063,4
3565,1885,2388,2074,4
3566,1893,2367,2055,4
3567,1890,2351,2030,4
3568,1886,2343,2015,4
3569,1882,2335,2016,4
3570,1861,2323,2019,4
3571,1871,2311,2012,4
3572,1875,2296,2002,4
3573,1871,2303,1994,4
3574,1864,2326,1975,4
3575,1865,2338,1973,4
3576,1854,2349,1975,4
3577,1864,2362,1969,4
3578,1863,2371,1995,4
3579,1874,2398,1992,4
3580,1862,2422,1991,4
3581,1855,2454,2000,4
3582,1870,2469,2015,4
3583,1867,2499,2012,4
3584,1855,2523,2029,4
3585,1838,2531,2056,4
3586,1838,2505,2069,4
3587,1845,2430,2058,4
3588,1863,2348,2041,4
3589,1898,2291,2065,4
3590,1879,2278,2092,4
3591,1851,2290,2103,4
3592,1841,2332,2124,4
3593,1848,2385,2111,4
3594,1866,2396,2049,4
3595,1870,2370,1979,4
3596,1883,2330,2010,4
3597,1895,2309,2067,4
3598,1912,2311,2079,4
3599,1913,2333,2074,4
3600,1902,2353,2043,4
3601,1880,2346,2036,4
3602,1883,2353,2033,4
3603,1837,2343,2019,4
3604,1841,2342,1990,4
3605,1842,2329,2013,4
3606,1850,2336,2028,4
3607,1847,2337,2018,4
3608,1855,2359,2026,4
3609,1846,2384,2029,4
3610,1834,2417,2006,4
3611,1815,2443,2029,4
3612,1809,2457,2015,4
3613,1809,2493,1991,4
3614,1846,2531,2054,4
3615,1812,2569,2022,4
3616,1828,2530,2051,4
3617,1871,2443,2093,4
3618,1898,2349,2132,4
3619,1943,2306,2171,4
3620,1977,2303,2164,4
3621,1983,2324,2109,4
3622,1946,2374,2083,4
3623,1865,2403,2068,4
3624,1844,2401,2040,4
3625,1862,2369,2046,4
3626,1869,2337,2036,4
3627,1872,2327,2025,4
3628,1877,2313,2008,4
3629,1868,2312,2006,4
3630,1862,2318,2001,4
3631,1864,2317,2005,4
3632,1877,2309,1993,4
3633,1885,2329,1968,4
3634,1888,2332,1969,4
3635,1883,2342,1974,4
3636,1885,2353,1990,4
3637,1887,2365,1998,4
3638,1879,2397,2017,4
3639,1881,2441,2028,4
3640,1880,2470,2007,4
3641,1882,2478,1981,4
3642,1843,2531,1976,4
3643,1831,2546,2039,4
3644,1819,2547,2045,4
3645,1844,2505,2066,4
3646,1864,2432,2038,4
3647,1879,2341,2058,4
3648,1899,2298,2062,4
3649,1892,2289,2067,4
3650,1864,2298,2084,4
3651,1841,2329,2122,4
3652,1855,2377,2131,4
3653,1881,2396,2095,4
3654,1872,2392,2032,4
3655,1888,2363,2023,4
3656,1903,2341,2046,4
3657,1897,2331,2041,4
3658,1892,2333,2043,4
3659,1893,2327,2039,4
3660,1880,2320,2039,4
3661,1874,2313,2045,4
3662,1857,2318,2026,4
3663,1846,2318,2013,4
3664,1841,2329,2009,4
3665,1835,2326,2016,4
3666,1839,2340,2023,4
3667,1832,2368,2023,4
3668,1818,2386,2001,4
3669,1807,2411,2010,4
3670,1801,2435,2006,4
3671,1792,2450,1991,4
3672,1784,2461,1985,4
3673,1825,2507,2029,4
3674,1811,2549,2025,4
3675,1807,2530,2000,4
3676,1840,2455,2055,4
3677,1896,2377,2129,4
3678,1927,2339,2144,4
3679,1970,2334,2138,4
3680,1990,2337,2119,4
3681,1964,2362,2094,4
3682,1926,2393,2105,4
3683,1890,2405,2075,4
3684,1861,2407,2036,4
3685,1869,2363,2039,4
3686,1870,2332,2032,4
3687,1864,2322,2010,4
3688,1870,2305,2002,4
3689,1857,2305,2005,4
3690,1860,2298,2004,4
3691,1869,2291,2008,4
3692,1873,2289,2003,4
3693,1871,2306,1988,4
3694,1870,2326,1987,4
3695,1873,2338,1989,4
3696,1879,2358,1995,4
3697,1890,2384,2007,4
3698,1885,2415,2038,4
3699,1889,2436,2042,4
3700,1903,2456,2036,4
3701,1906,2475,2009,4
3702,1890,2517,2042,4
3703,1861,2561,2041,4
3704,1851,2555,2077,4
3705,1856,2501,2082,4
3706,1838,2435,2069,4
3707,1849,2357,2057,4
3708,1844,2327,2041,4
3709,1845,2308,2075,4
3710,1837,2290,2119,4
3711,1807,2307,2135,4
3712,1830,2345,2111,4
3713,1862,2360,2056,4
3714,1865,2347,2002,4
3715,1870,2333,2022,4
3716,1874,2311,2075,4
3717,1880,2315,2047,4
3718,1875,2322,2033,4
3719,1873,2334,2034,4
3720,1871,2323,2019,4
3721,1861,2324,2027,4
3722,1849,2320,2030,4
3723,1843,2319,2015,4
3724,1843,2320,2013,4
3725,1842,2331,2009,4
3726,1835,2339,2009,4
3727,1840,2362,2017,4
3728,1824,2393,2004,4
3729,1815,2432,2014,4
3730,1814,2450,2001,4
3731,1801,2461,1983,4
3732,1816,2521,2037,4
3733,1843,2566,2062,4
3734,1830,2580,2003,4
3735,1857,2518,2071,4
3736,1883,2437,2119,4
3737,1901,2367,2136,4
3738,1945,2333,2130,4
3739,1989,2325,2121,4
3740,2005,2323,2102,4
3741,1969,2345,2106,4
3742,1915,2378,2110,4
3743,1873,2403,2079,4
3744,1906,2396,2054,4
3745,1917,2375,2050,4
3746,1901,2369,2034,4
3747,1878,2346,2005,4
3748,1888,2325,2010,4
3749,1885,2304,2010,4
3750,1880,2295,1997,4
3751,1875,2299,1996,4
3752,1897,2296,2003,4
3753,1903,2304,1997,4
3754,1908,2329,1983,4
3755,1907,2340,1969,4
3756,1913,2361,1983,4
3757,1904,2380,2000,4
3758,1909,2417,2021,4
3759,1914,2453,2023,4
3760,1911,2469,1991,4
3761,1907,2479,1960,4
3762,1872,2536,1999,4
3763,1858,2554,2056,4
3764,1822,2566,2044,4
3765,1833,2510,2031,4
3766,1858,2423,2029,4
3767,1881,2351,2060,4
3768,1885,2323,2049,4
3769,1868,2315,2067,4
3770,1851,2316,2091,4
3771,1864,2343,2097,4
3772,1878,2363,2081,4
3773,1881,2362,2069,4
3774,1879,2365,2045,4
3775,1890,2339,2033,4
3776,1894,2325,2031,4
3777,1905,2322,2035,4
3778,1893,2329,2019,4
3779,1886,2315,2018,4
3780,1888,2319,2040,4
3781,1874,2337,2034,4
3782,1857,2340,2000,4
3783,1850,2347,1987,4
3784,1836,2341,2001,4
3785,1830,2345,2018,4
3786,1832,2369,2018,4
3787,1813,2394,1992,4
3788,1777,2406,2003,4
3789,1778,2430,2037,4
3790,1819,2495,2040,4
3791,1860,2527,2110,4
3792,1835,2565,2048,4
3793,1888,2487,2059,4
3794,1916,2419,2142,4
3795,1938,2369,2138,4
3796,1964,2345,2089,4
3797,1955,2328,2094,4
3798,1936,2355,2105,4
3799,1920,2397,2115,4
3800,1896,2413,2085,4
3801,1899,2398,2060,4
3802,1892,2366,2048,4
3803,1929,2436,2013,4
3804,1929,2434,2011,4
3805,1929,2432,2012,4
3806,1931,2431,2013,4
3807,1932,2428,2015,4
3808,1933,2427,2017,4
3809,1931,2425,2016,4
3810,1927,2423,2008,4
3811,1920,2439,2021,4
3812,1890,2451,2095,4
3813,1861,2515,2135,4
3814,1828,2563,2124,4
3815,1791,2582,2067,4
3816,1790,2518,2001,4
3817,1810,2437,1991,4
3818,1820,2344,2041,4
3819,1810,2292,2082,4
3820,1814,2269,2116,4
3821,1830,2269,2122,4
3822,1872,2291,2103,4
3823,1887,2307,2062,4
3824,1880,2311,2034,4
3825,1885,2321,2049,4
3826,1884,2322,2060,4
3827,1877,2338,2065,4
3828,1876,2354,2064,4
3829,1871,2353,2045,4
3830,1858,2346,2040,4
3831,1854,2345,2047,4
3832,1846,2341,2043,4
3833,1840,2335,2047,4
3834,1835,2329,2056,4
3835,1847,2333,2045,4
3836,1845,2340,2041,4
3837,1845,2362,2050,4
3838,1829,2391,2035,4
3839,1824,2423,2038,4
3840,1818,2445,2019,4
3841,1800,2450,2018,4
3842,1785,2447,2026,4
3843,1815,2510,2059,4
3844,1831,2542,2060,4
3845,1819,2564,2028,4
3846,1841,2466,2043,4
3847,1869,2371,2083,4
3848,1910,2312,2120,4
3849,1956,2279,2112,4
3850,1979,2288,2093,4
3851,1990,2330,2083,4
3852,1946,2388,2076,4
3853,1888,2418,2059,4
3854,1874,2389,2042,4
3855,1886,2369,2045,4
3856,1890,2333,2031,4
3857,1874,2322,2037,4
3858,1871,2323,2011,4
3859,1872,2333,2013,4
3860,1863,2354,2025,4
3861,1873,2359,2014,4
3862,1877,2365,2018,4
3863,1881,2357,2009,4
3864,1884,2357,2014,4
3865,1887,2366,2004,4
3866,1889,2359,1985,4
3867,1898,2363,1972,4
3868,1892,2361,1982,4
3869,1892,2367,2002,4
3870,1889,2376,2031,4
3871,1896,2388,2049,4
3872,1897,2419,1996,4
3873,1869,2435,1970,4
3874,1819,2458,1964,4
3875,1793,2502,2055,4
3876,1776,2539,2057,4
3877,1799,2533,2065,4
3878,1830,2486,2059,4
3879,1841,2384,2036,4
3880,1863,2306,2030,4
3881,1884,2235,2035,4
3882,1887,2221,2077,4
3883,1879,2250,2152,4
3884,1910,2313,2198,4
3885,1919,2398,2153,4
3886,1861,2437,2045,4
3887,1821,2419,2007,4
3888,1831,2375,2065,4
3889,1859,2331,2062,4
3890,1880,2325,2069,4
3891,1887,2314,2065,4
3892,1878,2326,2053,4
3893,1866,2336,2063,4
3894,1859,2348,2059,4
3895,1864,2354,2046,4
3896,1872,2360,2062,4
3897,1876,2363,2058,4
3898,1879,2364,2051,4
3899,1858,2380,2044,4
3900,1837,2402,2018,4
3901,1806,2399,2049,4
3902,1787,2419,2087,4
3903,1817,2451,2070,4
3904,1908,2514,2128,4
3905,1825,2549,2036,4
3906,1875,2499,2059,4
3907,1881,2425,2072,4
3908,1853,2346,2090,4
3909,1894,2306,2139,4
3910,1902,2309,2140,4
3911,1856,2336,2134,4
3912,1820,2377,2074,4
3913,1838,2361,2058,4
3914,1867,2339,2056,4
3915,1893,2328,2058,4
3916,1893,2336,2062,4
3917,1872,2351,2058,4
3918,1867,2358,2067,4
3919,1880,2354,2080,4
3920,1896,2357,2072,4
3921,1902,2365,2062,4
3922,1900,2374,2061,4
3923,1903,2377,2057,4
3924,1913,2369,2049,4
3925,1915,2371,2035,4
3926,1912,2373,2040,4
3927,1905,2382,2047,4
3928,1913,2386,2057,4
3929,1932,2400,2062,4
3930,1947,2408,2073,4
3931,1959,2419,2060,4
3932,1959,2417,2033,4
3933,1934,2447,2079,4
3934,1889,2487,2075,4
3935,1885,2465,2102,4
3936,1891,2456,2089,4
3937,1863,2405,2064,4
3938,1882,2329,2043,4
3939,1897,2256,2042,4
3940,1881,2229,2074,4
3941,1837,2292,2084,4
3942,1827,2368,2118,4
3943,1795,2411,2108,4
3944,1824,2405,2057,4
3945,1846,2375,2056,4
3946,1839,2351,2096,4
3947,1840,2358,2080,4
3948,1840,2355,2061,4
3949,1840,2351,2062,4
3950,1855,2364,2068,4
3951,1861,2357,2060,4
3952,1850,2337,2073,4
3953,1857,2327,2068,4
3954,1851,2319,2055,4
3955,1844,2330,2044,4
3956,1829,2355,2057,4
3957,1815,2386,2052,4
3958,1816,2399,2042,4
3959,1823,2386,2033,4
3960,1831,2372,2017,4
3961,1820,2358,2018,4
3962,1812,2359,2039,4
3963,1824,2371,2038,4
3964,1820,2382,2027,4
3965,1817,2393,2023,4
3966,1814,2387,2005,4
3967,1817,2388,2002,4
3968,1822,2399,2008,4
3969,1818,2409,2022,4
3970,1812,2431,2022,4
3971,1846,2482,2061,4
3972,1847,2498,2035,4
3973,1845,2393,2085,4
3974,1843,2395,2083,4
3975,1842,2395,2081,4
3976,1843,2394,2079,4
3977,1846,2392,2073,4
3978,1878,2372,2042,4
3979,1898,2353,2016,4
3980,1907,2345,2012,4
3981,1891,2351,2000,4
3982,1868,2355,2013,4
3983,1863,2339,2033,4
3984,1883,2349,2022,4
3985,1904,2353,2003,4
3986,1891,2362,2023,4
3987,1888,2368,2018,4
3988,1888,2362,2017,4
3989,1891,2369,1996,4
3990,1883,2374,2009,4
3991,1879,2391,2035,4
3992,1875,2412,2025,4
3993,1900,2439,2052,4
3994,1911,2465,2036,4
3995,1900,2502,2047,4
3996,1880,2541,2077,4
3997,1844,2543,2084,4
3998,1844,2498,2062,4
3999,1869,2409,2032,4
4000,1887,2315,2017,4
4001,1883,2589,2081,5
4002,1981,2534,2229,5
4003,2031,2580,2273,5
4004,2006,2616,2240,5
4005,1924,2500,2198,5
4006,1884,2386,2233,5
4007,1870,2326,2282,5
4008,1868,2307,2316,5
4009,1905,2324,2315,5
4010,1915,2343,2286,5
4011,1962,2350,2201,5
4012,1973,2327,2135,5
4013,1942,2297,2115,5
4014,1880,2278,2133,5
4015,1879,2248,2155,5
4016,1909,2261,2134,5
4017,1897,2244,2089,5
4018,1892,2235,2107,5
4019,1922,2242,2159,5
4020,1936,2246,2144,5
4021,1910,2258,2121,5
4022,1895,2282,2127,5
4023,1899,2304,2127,5
4024,1903,2308,2113,5
4025,1899,2307,2116,5
4026,1888,2312,2130,5
4027,1886,2323,2127,5
4028,1883,2347,2134,5
4029,1879,2391,2133,5
4030,1867,2439,2114,5
4031,1856,2454,2086,5
4032,1842,2485,2095,5
4033,1817,2506,2125,5
4034,1803,2542,2171,5
4035,1804,2618,2187,5
4036,1799,2618,2171,5
4037,1818,2552,2112,5
4038,1851,2419,2099,5
4039,1878,2309,2164,5
4040,1939,2252,2202,5
4041,1973,2261,2195,5
4042,1961,2292,2159,5
4043,1941,2312,2116,5
4044,1933,2321,2076,5
4045,1927,2313,2057,5
4046,1933,2286,2067,5
4047,1955,2251,2069,5
4048,1964,2267,2049,5
4049,1950,2297,2055,5
4050,1961,2304,2059,5
4051,1947,2334,2045,5
4052,1930,2365,2036,5
4053,1929,2385,2058,5
4054,1943,2429,2104,5
4055,1971,2460,2090,5
4056,1957,2458,2034,5
4057,1936,2450,2019,5
4058,1925,2453,2029,5
4059,1919,2483,2024,5
4060,1912,2483,2006,5
4061,1928,2473,2005,5
4062,1938,2451,2051,5
